,name,lng,lat,diet,period,type,length
25798,Troodon,-112.287567,47.768101,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
25816,Stegosaurus,-105.916199,42.152302,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
25817,Stegosaurus,-105.916199,42.152302,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
25819,Camarasaurus,-105.916199,42.152302,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
25873,Deinonychus,-95.82,34.164001,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
25895,Tyrannosaurus,-103.624001,45.651001,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
25896,Tyrannosaurus,-106.306,47.886002,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
26084,Brachiosaurus,-106.717598,44.058601,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
26085,Camarasaurus,-106.717598,44.058601,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
26087,Allosaurus,-106.717598,44.058601,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
26119,Tyrannosaurus,-103.188957,45.000481,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
26128,Troodon,-103.188957,45.000481,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
26133,Triceratops,-103.188957,45.000481,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
26134,Torosaurus,-103.188957,45.000481,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
26136,Pachycephalosaurus,-103.188957,45.000481,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
26137,Pachycephalosaurus,-103.188957,45.000481,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
26140,Ankylosaurus,-103.188957,45.000481,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
26141,Triceratops,-103.144997,45.002998,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
26142,Triceratops,-103.161003,45.007801,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
26144,Triceratops,-103.161003,45.007801,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
26145,Triceratops,-103.161003,45.007801,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
26148,Triceratops,-103.192001,45.002201,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
26149,Spinosaurus,-2.4257,31.554899,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
26150,Spinosaurus,-2.5832,32.0406,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
26166,Psittacosaurus,120.764221,41.783817,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
