,name,lng,lat,diet,period,type,length
2152,Diplodocus,-107.779167,44.535557,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
2160,Deinonychus,-95.822998,34.154999,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
2169,Troodon,-109.589699,47.808201,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2186,Psittacosaurus,106.083336,41.166668,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2192,Psittacosaurus,109.976997,39.1203,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2193,Psittacosaurus,109.976997,39.033401,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2194,Psittacosaurus,108.3395,39.883999,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2195,Psittacosaurus,108.735001,39.704899,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2196,Psittacosaurus,108.083336,38.916668,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2197,Psittacosaurus,108.410004,39.360001,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2199,Psittacosaurus,108.410004,39.360001,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2216,Pentaceratops,-108.084198,36.343899,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
2251,Camarasaurus,-106.291,41.967098,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2252,Diplodocus,-106.291,41.967098,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
2254,Apatosaurus,-109.300552,40.441387,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
2274,Triceratops,-113.005402,51.891899,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2275,Triceratops,-113.0289,51.906399,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2276,Torosaurus,-112.946602,51.9137,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
2281,Carcharodontosaurus,28.984722,28.33639,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
2289,Kentrosaurus,39.231956,-9.713026,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2291,Kentrosaurus,39.237904,-9.696419,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2293,Kentrosaurus,39.239048,-9.695831,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2306,Ceratosaurus,39.213799,-9.679919,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
2316,Kentrosaurus,39.213799,-9.679919,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2335,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2336,Kentrosaurus,39.223774,-9.711796,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2337,Kentrosaurus,39.221272,-9.684436,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2341,Parasaurolophus,-108.088402,36.103901,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
2343,Camarasaurus,-111.270554,38.731667,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2344,Allosaurus,-111.270554,38.731667,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2351,Parasaurolophus,-108.083336,36.5,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
2366,Pachycephalosaurus,-106.198402,47.876701,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2367,Pachycephalosaurus,-104.952904,45.755199,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2368,Pachycephalosaurus,-101.480698,45.668301,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2377,Troodon,-111.624329,50.791401,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2389,Troodon,-111.321968,50.82914,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2398,Troodon,-111.514679,50.767208,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2409,Troodon,-111.523872,50.765007,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2414,Troodon,-111.506981,50.750423,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2417,Troodon,-111.524963,50.748547,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2420,Iguanodon,-3.9833,47.983299,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
2444,Troodon,-111.514915,50.749939,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2449,Troodon,-111.39872,50.754803,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2453,Troodon,-111.63166,50.809345,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2457,Troodon,-112.664299,47.8214,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2466,Allosaurus,-105.224701,38.539501,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2467,Camarasaurus,-105.231598,38.547501,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2468,Allosaurus,-105.231598,38.547501,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2469,Apatosaurus,-105.231598,38.547501,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
2470,Camarasaurus,-105.231598,38.547501,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2472,Camarasaurus,-105.231598,38.547501,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2473,Allosaurus,-105.231598,38.547501,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2474,Stegosaurus,-105.231598,38.547501,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
2476,Camarasaurus,-105.231598,38.547501,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2477,Camarasaurus,-105.231598,38.547501,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2478,Camarasaurus,-105.231598,38.547501,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2479,Camarasaurus,-105.231598,38.547501,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2480,Camarasaurus,-105.231598,38.547501,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2486,Camarasaurus,-105.210602,38.5168,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2487,Allosaurus,-105.212502,38.541,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2488,Stegosaurus,-105.212502,38.541,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
2491,Stegosaurus,-105.212502,38.541,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
2492,Camarasaurus,-105.193703,38.544998,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2493,Allosaurus,-105.193703,38.544998,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2494,Diplodocus,-105.193703,38.544998,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
2495,Stegosaurus,-105.193703,38.544998,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
2496,Diplodocus,-105.231598,38.546501,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
2499,Diplodocus,-105.210602,38.5168,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
2500,Stegosaurus,-105.210602,38.5168,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
2502,Allosaurus,-105.210602,38.5168,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2509,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2511,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2512,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2514,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2516,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2517,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2518,Kentrosaurus,39.235428,-9.714555,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2519,Kentrosaurus,39.228508,-9.708957,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2522,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2524,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2525,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2526,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2527,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2529,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2530,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2531,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2534,Kentrosaurus,39.251282,-9.656345,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2548,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2559,Kentrosaurus,39.22842,-9.704556,herbivorous,Late Jurassic 155-150 million years ago,armoured dinosaur,5.0
2575,Triceratops,-104.533333,43.183334,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2609,Triceratops,-111.830559,37.579166,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2662,Allosaurus,-105.90976,42.155437,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2664,Parasaurolophus,-108.261299,36.3713,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
2667,Pachycephalosaurus,-103.897903,46.348499,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2668,Pachycephalosaurus,-106.366699,47.666698,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2669,Pachycephalosaurus,-106.916702,47.533298,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2670,Pachycephalosaurus,-104.833298,45.849998,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2671,Tyrannosaurus,-106.455559,47.96389,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
2672,Pachycephalosaurus,-106.455559,47.96389,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2673,Tyrannosaurus,-106.455559,47.96389,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
2679,Ampelosaurus,2.2,42.9137,herbivorous,Late Cretaceous 71-65 million years ago,sauropod,15.0
2692,Carcharodontosaurus,-3.966667,30.9,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
2694,Ampelosaurus,2.95,43.349998,herbivorous,Late Cretaceous 71-65 million years ago,sauropod,15.0
2714,Psittacosaurus,102.733299,44.241501,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2715,Psittacosaurus,102.733299,44.241501,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2716,Psittacosaurus,102.733299,44.241501,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2717,Psittacosaurus,101.866699,44.748798,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2718,Psittacosaurus,101.866699,44.748798,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2728,Tyrannosaurus,-105.839996,48.286839,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
2729,Triceratops,-106.161316,47.839645,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2740,Allosaurus,-106.048615,42.017776,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2785,Troodon,-106.650002,47.650002,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2788,Pachycephalosaurus,-106.383301,47.599998,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2789,Triceratops,-106.383301,47.599998,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2799,Troodon,-104.494713,43.128948,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2807,Troodon,-107.183327,47.516701,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2817,Troodon,-106.916702,47.0667,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2830,Triceratops,-104.637001,43.116329,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2832,Pachycephalosaurus,-104.637001,43.116329,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
2834,Ankylosaurus,-104.637001,43.116329,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
2837,Tyrannosaurus,-104.637001,43.116329,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
2861,Triceratops,-106.883301,47.533298,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2868,Brachiosaurus,30.800833,-16.265833,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
2870,Camarasaurus,30.800833,-16.265833,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2872,Camarasaurus,30.689049,-16.258829,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2897,Triceratops,-106.099998,47.799999,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2899,Troodon,-106.099998,47.799999,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2911,Triceratops,-106.183296,47.616699,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2914,Troodon,-106.183296,47.616699,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2924,Camarasaurus,-8.575556,39.662777,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2937,Iguanodon,-9.214722,38.423889,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
2941,Ceratosaurus,-9.21,39.110001,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
2945,Supersaurus,-9.3435,39.2164,herbivorous,Early Cretaceous 154-142 million years ago,sauropod,35.0
2946,Spinosaurus,28.926096,28.379345,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
2948,Allosaurus,-102.824997,36.897499,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2951,Psittacosaurus,106.98333,41.5,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
2982,Ceratosaurus,-108.397202,38.583099,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
2986,Apatosaurus,-108.397202,38.583099,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
2988,Camarasaurus,-108.397202,38.583099,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2991,Stegosaurus,-108.397202,38.583099,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
2992,Allosaurus,-108.397202,38.583099,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2994,Tyrannosaurus,-105.203766,39.751331,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
2998,Tyrannosaurus,-105.203766,39.751331,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
3001,Triceratops,-105.011108,39.810833,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3008,Triceratops,-104.333191,40.66996,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3016,Tyrannosaurus,-105.110275,39.8675,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
3017,Torosaurus,-105.183609,39.844723,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
3020,Tyrannosaurus,-105.016113,39.613335,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
3022,Tyrannosaurus,-105.036667,39.836666,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
3024,Pachycephalosaurus,-105.036667,39.836666,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
3033,Tyrannosaurus,-105.110275,39.8675,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
3063,Allosaurus,-109.391602,40.5345,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3064,Diplodocus,-102.824997,36.897499,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3065,Apatosaurus,-102.824997,36.897499,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3067,Stegosaurus,-102.824997,36.897499,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
3069,Allosaurus,-102.962776,36.903057,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3070,Camarasaurus,-102.962776,36.903057,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3071,Apatosaurus,-102.962776,36.903057,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3072,Diplodocus,-102.962776,36.903057,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3073,Stegosaurus,-102.962776,36.903057,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
3075,Allosaurus,-102.962776,36.903057,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3076,Camarasaurus,-102.962776,36.903057,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3077,Diplodocus,-102.962776,36.903057,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3078,Apatosaurus,-102.962776,36.903057,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3081,Diplodocus,-108.728699,39.128502,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3082,Allosaurus,-106.291,41.967098,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3084,Camarasaurus,-106.291,41.967098,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3085,Diplodocus,-106.291,41.967098,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3086,Apatosaurus,-106.291,41.967098,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3087,Stegosaurus,-106.291,41.967098,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
3093,Allosaurus,-109.252899,39.172699,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3101,Sauropelta,-109.736702,38.759998,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3113,Apatosaurus,-106.809166,38.524166,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3114,Allosaurus,-108.476669,38.853611,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3115,Allosaurus,-108.397202,38.583099,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3118,Brachiosaurus,-108.194443,38.638058,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
3119,Allosaurus,-110.616386,45.544167,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3120,Diplodocus,-110.616386,45.544167,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3121,Apatosaurus,-103.306946,44.474445,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3122,Allosaurus,-110.367203,39.014301,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3123,Camarasaurus,-110.367203,39.014301,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3124,Stegosaurus,-110.367203,39.014301,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
3127,Allosaurus,-106.00222,41.893055,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3128,Camarasaurus,-106.00222,41.893055,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3129,Apatosaurus,-106.00222,41.893055,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3130,Stegosaurus,-106.00222,41.893055,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
3131,Allosaurus,-106.00222,41.893055,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3132,Camarasaurus,-106.00222,41.893055,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3133,Diplodocus,-106.00222,41.893055,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
3134,Apatosaurus,-106.00222,41.893055,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3135,Stegosaurus,-106.00222,41.893055,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
3138,Camarasaurus,-103.828003,44.528,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3139,Apatosaurus,-103.828003,44.528,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
3140,Allosaurus,-103.828003,44.528,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3142,Allosaurus,-103.344597,44.184399,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3143,Camarasaurus,-103.409698,43.409801,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3145,Camarasaurus,-104.734703,44.458099,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
3155,Ceratosaurus,-108.769012,39.146667,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
3157,Allosaurus,-110.687622,39.32399,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
3166,Yangchuanosaurus,105.683334,29.333332,carnivorous,Late Jurassic 160-144 million years ago,large theropod,10.0
3168,Psittacosaurus,110.083336,41.016666,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3172,Stegosaurus,85.792046,46.043884,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
3174,Stegosaurus,85.666664,46.099998,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
3175,Megalosaurus,39.238705,-9.700967,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
3188,Triceratops,-101.199997,45.750278,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3192,Triceratops,-105.238609,42.648609,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3193,Triceratops,-104.603691,43.27409,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
3213,Sauropelta,-108.516899,45.485699,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3215,Deinonychus,-107.895401,44.5089,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3216,Sauropelta,-108.014999,44.542801,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3219,Deinonychus,-108.322403,44.978199,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3227,Psittacosaurus,120.8722,41.601398,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3232,Psittacosaurus,120.8722,41.601398,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3233,Psittacosaurus,120.8722,41.601398,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
3239,Sauropelta,-108.079597,45.438999,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3240,Sauropelta,-108.079597,45.4244,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3243,Deinonychus,-108.182602,45.4244,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3244,Sauropelta,-108.182602,45.4244,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3249,Deinonychus,-109.685501,46.337502,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3251,Sauropelta,-108.709999,45.124199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3253,Deinonychus,-108.811302,45.197399,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3255,Deinonychus,-108.750099,45.3559,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3256,Deinonychus,-107.572601,43.219398,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3258,Deinonychus,-108.811798,45.3559,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3260,Sauropelta,-108.811798,45.3559,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3262,Deinonychus,-108.811302,45.341202,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3265,Sauropelta,-108.237701,44.6875,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3266,Deinonychus,-108.322403,44.978199,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3269,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3270,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3271,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3272,Deinonychus,-108.322403,44.978199,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3276,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3277,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3279,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3280,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3283,Sauropelta,-108.100197,45.453602,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3284,Sauropelta,-108.162003,45.438999,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3287,Deinonychus,-108.2649,45.380501,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3290,Sauropelta,-108.2855,45.380501,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3292,Sauropelta,-108.038498,45.409698,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3293,Deinonychus,-108.038498,45.409698,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3295,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3296,Sauropelta,-108.322403,44.978199,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3297,Sauropelta,-108.100197,45.351299,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3300,Deinonychus,-108.100197,45.351299,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3302,Deinonychus,-108.811302,45.283699,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3308,Deinonychus,-108.141403,45.438999,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3311,Deinonychus,-108.162003,45.438999,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
3312,Sauropelta,-108.2649,45.365898,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
3316,Sauropelta,-108.162003,45.438999,herbivorous,Early Cretaceous 121-94 million years ago,armoured dinosaur,6.5
